interval_id,relation,taskset_id,U_norm,source_E0,task_id,priority_rank,w,h,q,complete_envelope,local_envelope,service_value_without_e0,lower_bound_inclusive,upper_bound_exclusive,midpoint
I1773,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,49,3775800000000000013/40000000000000000000,3255000000000000017/40000000000000000000,10800705599999999/200000000000000000000,8132099647200000043/100000000000000000000,9434099647200000033/100000000000000000000,4391549823600000019/50000000000000000000
I1774,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,50,18916200000000000069/200000000000000000000,16312200000000000089/200000000000000000000,2205147/40000000000,16301174265000000089/200000000000000000000,18905174265000000069/200000000000000000000,17603174265000000079/200000000000000000000
I1775,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,51,18953400000000000073/200000000000000000000,16349400000000000093/200000000000000000000,2250153/40000000000,16338149235000000093/200000000000000000000,18942149235000000073/200000000000000000000,17640149235000000083/200000000000000000000
I1776,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,52,18990600000000000077/200000000000000000000,16386600000000000097/200000000000000000000,28689489/500000000000,16375124204400000097/200000000000000000000,18979124204400000077/200000000000000000000,17677124204400000087/200000000000000000000
I1777,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,53,19027800000000000081/200000000000000000000,16423800000000000101/200000000000000000000,29252067/500000000000,16412099173200000101/200000000000000000000,19016099173200000081/200000000000000000000,17714099173200000091/200000000000000000000
I1778,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,54,3813000000000000017/40000000000000000000,3292200000000000021/40000000000000000000,14907323249999999/250000000000000000000,82245370707000000529/1000000000000000000000,95265370707000000429/1000000000000000000000,88755370707000000479/1000000000000000000000
I1779,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,55,19102200000000000089/200000000000000000000,16498200000000000109/200000000000000000000,6075445499999999/100000000000000000000,16486049109000000111/200000000000000000000,19090049109000000091/200000000000000000000,17788049109000000101/200000000000000000000
I1780,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,56,19139400000000000093/200000000000000000000,1041600000000000007/12500000000000000000,3093981/50000000000,1040826504750000007/12500000000000000000,19127024076000000093/200000000000000000000,7156049630400000041/80000000000000000000
I1781,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,57,19176600000000000097/200000000000000000000,3366600000000000023/40000000000000000000,6300478799999999/100000000000000000000,16820399042400000117/200000000000000000000,19163999042400000099/200000000000000000000,4498049760600000027/50000000000000000000
I1782,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,58,19213800000000000101/200000000000000000000,8500200000000000059/100000000000000000000,64129959/1000000000000,8493787004100000059/100000000000000000000,19200974008200000101/200000000000000000000,36188548016400000219/400000000000000000000
I1783,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,59,3850200000000000021/40000000000000000000,17167800000000000121/200000000000000000000,65255133/1000000000000,17154748973400000121/200000000000000000000,3847589794680000021/40000000000000000000,18196348973400000113/200000000000000000000
I1784,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,60,19288200000000000109/200000000000000000000,4333800000000000031/50000000000000000000,6638031/100000000000,4330480984500000031/50000000000000000000,19274923938000000109/200000000000000000000,36596847876000000233/400000000000000000000
I1785,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,61,19325400000000000113/200000000000000000000,17502600000000000127/200000000000000000000,6750549/100000000000,17489098902000000127/200000000000000000000,19311898902000000113/200000000000000000000,460012472550000003/5000000000000000000
I1786,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,62,19362600000000000117/200000000000000000000,1767000000000000013/20000000000000000000,6863067299999999/100000000000000000000,4414068466350000033/50000000000000000000,19348873865400000119/200000000000000000000,37005147730800000251/400000000000000000000
I1787,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,63,19399800000000000121/200000000000000000000,17837400000000000133/200000000000000000000,69755859/1000000000000,17823448828200000133/200000000000000000000,19385848828200000121/200000000000000000000,18604648828200000127/200000000000000000000
I1788,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,64,155496000000000001/1600000000000000000,17874600000000000137/200000000000000000000,7088104799999999/100000000000000000000,17860423790400000139/200000000000000000000,19422823790400000127/200000000000000000000,18641623790400000133/200000000000000000000
I1789,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,65,19474200000000000129/200000000000000000000,17911800000000000141/200000000000000000000,7200623999999999/100000000000000000000,17897398752000000143/200000000000000000000,19459798752000000131/200000000000000000000,18678598752000000137/200000000000000000000
I1790,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,66,19511400000000000133/200000000000000000000,3589800000000000029/40000000000000000000,14626287/200000000000,3586874742600000029/40000000000000000000,19496773713000000133/200000000000000000000,18715573713000000139/200000000000000000000
I1791,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,67,19548600000000000137/200000000000000000000,17986200000000000149/200000000000000000000,7425663300000001/100000000000000000000,17971348673400000147/200000000000000000000,3906749734680000027/40000000000000000000,18752548673400000141/200000000000000000000
I1792,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,68,19585800000000000141/200000000000000000000,18023400000000000153/200000000000000000000,37690917/500000000000,18008323633200000153/200000000000000000000,19570723633200000141/200000000000000000000,18789523633200000147/200000000000000000000
I1793,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,69,3924600000000000029/40000000000000000000,3608400000000000031/40000000000000000000,38253519/500000000000,3605339718480000031/40000000000000000000,3921539718480000029/40000000000000000000,376343971848000003/4000000000000000000
I1794,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,70,19660200000000000149/200000000000000000000,3608400000000000031/40000000000000000000,15526449/200000000000,3605294710200000031/40000000000000000000,19644673551000000149/200000000000000000000,2354446693875000019/25000000000000000000
I1795,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,71,19697400000000000153/200000000000000000000,3608400000000000031/40000000000000000000,15751491/200000000000,3605249701800000031/40000000000000000000,19681648509000000153/200000000000000000000,9426974254500000077/100000000000000000000
I1796,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,72,19734600000000000157/200000000000000000000,3608400000000000031/40000000000000000000,7988266799999999/100000000000000000000,18026023466400000157/200000000000000000000,19718623466400000159/200000000000000000000,9436161733200000079/100000000000000000000
I1797,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,73,19771800000000000161/200000000000000000000,3608400000000000031/40000000000000000000,20251971/250000000000,3605159684640000031/40000000000000000000,19755598423200000161/200000000000000000000,9445349211600000079/100000000000000000000
I1798,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,74,3961800000000000033/40000000000000000000,3608400000000000031/40000000000000000000,82133103/1000000000000,3605114675880000031/40000000000000000000,3958514675880000033/40000000000000000000,118181708621250001/1250000000000000000
I1799,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,75,19846200000000000169/200000000000000000000,3608400000000000031/40000000000000000000,8325832500000001/100000000000000000000,18025348335000000153/200000000000000000000,19829548335000000167/200000000000000000000,118296552093750001/1250000000000000000
I1800,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,76,1985550000000000017/20000000000000000000,3636300000000000031/40000000000000000000,1687671/20000000000,3632924658000000031/40000000000000000000,1983862329000000017/20000000000000000000,1520129863200000013/16000000000000000000
I1801,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,77,1985550000000000017/20000000000000000000,4582575000000000039/50000000000000000000,42754389/500000000000,4578299561100000039/50000000000000000000,1983839824440000017/20000000000000000000,19075798244400000163/200000000000000000000
I1802,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,78,1985550000000000017/20000000000000000000,18479100000000000157/200000000000000000000,86634009/1000000000000,18461773198200000157/200000000000000000000,1983817319820000017/20000000000000000000,38299946396400000327/400000000000000000000
I1803,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,79,1985550000000000017/20000000000000000000,9313950000000000079/100000000000000000000,87759243/1000000000000,9305174075700000079/100000000000000000000,1983794815140000017/20000000000000000000,4806037037850000041/50000000000000000000
I1804,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,80,1985550000000000017/20000000000000000000,18776700000000000159/200000000000000000000,69441/781250000,18758923104000000159/200000000000000000000,1983772310400000017/20000000000000000000,38596646208000000329/400000000000000000000
I1805,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,81,1985550000000000017/20000000000000000000,118284375000000001/1250000000000000000,9000972000000001/100000000000000000000,9453749028000000079/100000000000000000000,2479687257000000021/25000000000000000000,19372498056000000163/200000000000000000000
I1806,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,82,1985550000000000017/20000000000000000000,19074300000000000161/200000000000000000000,9113496300000001/100000000000000000000,19056073007400000159/200000000000000000000,2479659125925000021/25000000000000000000,38893346014800000327/400000000000000000000
I1807,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,83,1985550000000000017/20000000000000000000,9611550000000000081/100000000000000000000,92260209/1000000000000,9602323979100000081/100000000000000000000,1983704795820000017/20000000000000000000,9760423979100000083/100000000000000000000
I1808,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,84,1985550000000000017/20000000000000000000,19371900000000000163/200000000000000000000,9338545800000001/100000000000000000000,19353222908400000161/200000000000000000000,2479602863550000021/25000000000000000000,39190045816800000329/400000000000000000000
I1809,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,85,1985550000000000017/20000000000000000000,4880175000000000041/50000000000000000000,9451071000000001/100000000000000000000,9750898929000000081/100000000000000000000,2479574732250000021/25000000000000000000,3933839571600000033/40000000000000000000
I1810,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,86,1985550000000000017/20000000000000000000,3933900000000000033/40000000000000000000,9563596500000001/100000000000000000000,19650372807000000163/200000000000000000000,2479546600875000021/25000000000000000000,39486745614000000331/400000000000000000000
I1811,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,87,1985550000000000017/20000000000000000000,9909150000000000083/100000000000000000000,9676122300000001/100000000000000000000,4949736938850000041/50000000000000000000,2479518469425000021/25000000000000000000,9908773877700000083/100000000000000000000
I1812,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,88,1985550000000000017/20000000000000000000,19827600000000000167/200000000000000000000,9788648400000001/100000000000000000000,3961604540640000033/40000000000000000000,2479490337900000021/25000000000000000000,39643945406400000333/400000000000000000000
I1813,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,89,1985550000000000017/20000000000000000000,2479612500000000021/25000000000000000000,24752937/250000000000,2477137206300000021/25000000000000000000,1983569765040000017/20000000000000000000,19826397650400000169/200000000000000000000
I1814,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,91,0,90,1985550000000000017/20000000000000000000,19846200000000000169/200000000000000000000,20027403/200000000000,19826172597000000169/200000000000000000000,1983547259700000017/20000000000000000000,39661645194000000339/400000000000000000000
I1815,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,25,279/4000,6844800000000000001/100000000000000000000,270009/10000000000,6842099910000000001/100000000000000000000,697229991/10000000000,13814399820000000001/200000000000000000000
I1816,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,26,3627/50000,3496800000000000001/50000000000000000000,28125975000000003/1000000000000000000000,69907874025000000017/1000000000000000000000,72511874024999999997/1000000000000000000000,71209874025000000007/1000000000000000000000
I1817,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,27,7533/100000,7142400000000000003/100000000000000000000,29251053000000007/1000000000000000000000,71394748947000000023/1000000000000000000000,75300748946999999993/1000000000000000000000,9168468618375000001/125000000000000000000
I1818,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,28,1953/25000,1822800000000000001/25000000000000000000,6075226800000001/200000000000000000000,14576324773200000007/200000000000000000000,15617924773199999999/200000000000000000000,15097124773200000003/200000000000000000000
I1819,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,29,8091/100000,1488000000000000001/20000000000000000000,6300243600000001/200000000000000000000,14873699756400000009/200000000000000000000,16175699756399999999/200000000000000000000,3881174939100000001/50000000000000000000
I1820,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,30,837/10000,3794400000000000003/50000000000000000000,32626305000000003/1000000000000000000000,75855373695000000057/1000000000000000000000,83667373694999999997/1000000000000000000000,79761373695000000027/1000000000000000000000
I1821,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,31,8649/100000,3069000000000000003/40000000000000000000,8437848749999999/250000000000000000000,76691248605000000079/1000000000000000000000,21614062151250000001/250000000000000000000,163147497210000000083/2000000000000000000000
I1822,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,32,279/3125,7756200000000000009/100000000000000000000,4359561/125000000000,7752712351200000009/100000000000000000000,11155640439/125000000000,16677224702400000009/200000000000000000000
I1823,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,33,9207/100000,15679800000000000021/200000000000000000000,2250099/62500000000,15672599683200000021/200000000000000000000,5752124901/62500000000,34079399366400000021/400000000000000000000
I1824,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,34,4743/50000,1980900000000000003/25000000000000000000,37126683/1000000000000,1979971832925000003/25000000000000000000,94822873317/1000000000000,4350543665850000003/50000000000000000000
I1825,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,35,1953/20000,16014600000000000027/200000000000000000000,9562946250000001/250000000000000000000,80034748215000000131/1000000000000000000000,24402937053749999999/250000000000000000000,177646496430000000127/2000000000000000000000
I1826,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,36,2511/25000,1618200000000000003/20000000000000000000,7875378000000001/200000000000000000000,16174124622000000029/200000000000000000000,20080124621999999999/200000000000000000000,9063562311000000007/100000000000000000000
I1827,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,37,10323/100000,16349400000000000033/200000000000000000000,20250999/500000000000,16341299600400000033/200000000000000000000,51594749001/500000000000,36979199200800000033/400000000000000000000
I1828,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,38,5301/50000,4129200000000000009/50000000000000000000,41627109/1000000000000,4127118644550000009/50000000000000000000,105978372891/1000000000000,9426037289100000009/100000000000000000000
I1829,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,39,10881/100000,16684200000000000039/200000000000000000000,42752222999999997/1000000000000000000000,41689123888500000099/500000000000000000000,108767247777000000003/1000000000000000000000,192145495554000000201/2000000000000000000000
I1830,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,40,279/2500,8425800000000000021/100000000000000000000,4387733999999999/100000000000000000000,4210706133000000011/50000000000000000000,11155612266000000001/100000000000000000000,19577024532000000023/200000000000000000000
I1831,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,41,22487400000000000003/200000000000000000000,8444400000000000023/100000000000000000000,2250123/50000000000,8439899754000000023/100000000000000000000,22478399508000000003/200000000000000000000,39358199016000000049/400000000000000000000
I1832,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,42,11327400000000000003/100000000000000000000,338520000000000001/4000000000000000000,9225516599999999/200000000000000000000,16916774483400000051/200000000000000000000,22645574483400000007/200000000000000000000,19781174483400000029/200000000000000000000
I1833,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,43,22822200000000000009/200000000000000000000,8481600000000000027/100000000000000000000,47252709/1000000000000,8476874729100000027/100000000000000000000,22812749458200000009/200000000000000000000,39766498916400000063/400000000000000000000
I1834,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,44,5747400000000000003/50000000000000000000,8500200000000000029/100000000000000000000,24188919/500000000000,8495362216200000029/100000000000000000000,5744981108100000003/50000000000000000000,3997064886480000007/40000000000000000000
I1835,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,45,4631400000000000003/40000000000000000000,8518800000000000031/100000000000000000000,4950297/100000000000,8513849703000000031/100000000000000000000,4629419881200000003/40000000000000000000,40174798812000000077/400000000000000000000
I1836,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,46,23194200000000000019/200000000000000000000,8537400000000000033/100000000000000000000,10125621/200000000000,8532337189500000033/100000000000000000000,23184074379000000019/200000000000000000000,8049749751600000017/80000000000000000000
I1837,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,47,23231400000000000023/200000000000000000000,1711200000000000007/20000000000000000000,10350648599999999/200000000000000000000,17101649351400000071/200000000000000000000,2902631168925000003/25000000000000000000,8064539740560000019/80000000000000000000
I1838,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,48,23268600000000000027/200000000000000000000,8574600000000000037/100000000000000000000,5287838399999999/100000000000000000000,4284656080800000019/50000000000000000000,23258024323200000029/200000000000000000000,8079329729280000021/80000000000000000000
I1839,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,49,23305800000000000031/200000000000000000000,8593200000000000039/100000000000000000000,10800705599999999/200000000000000000000,17175599294400000079/200000000000000000000,727968727950000001/6250000000000000000,40470598588800000111/400000000000000000000
I1840,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,50,4668600000000000007/40000000000000000000,8611800000000000041/100000000000000000000,2205147/40000000000,8606287132500000041/100000000000000000000,4666394853000000007/40000000000000000000,40544548530000000117/400000000000000000000
I1841,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,51,23380200000000000039/200000000000000000000,8630400000000000043/100000000000000000000,2250153/40000000000,8624774617500000043/100000000000000000000,23368949235000000039/200000000000000000000,324947987760000001/3200000000000000000
I1842,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,52,23417400000000000043/200000000000000000000,1729800000000000009/20000000000000000000,28689489/500000000000,1728652420440000009/20000000000000000000,23405924204400000043/200000000000000000000,40692448408800000133/400000000000000000000
I1843,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,53,23454600000000000047/200000000000000000000,8667600000000000047/100000000000000000000,29252067/500000000000,8661749586600000047/100000000000000000000,23442899173200000047/200000000000000000000,40766398346400000141/400000000000000000000
I1844,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,54,23491800000000000051/200000000000000000000,8686200000000000049/100000000000000000000,14907323249999999/250000000000000000000,43401185353500000247/500000000000000000000,117399370707000000259/1000000000000000000000,204201741414000000753/2000000000000000000000
I1845,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,55,4705800000000000011/40000000000000000000,8704800000000000051/100000000000000000000,6075445499999999/100000000000000000000,2174681138625000013/25000000000000000000,23516849109000000057/200000000000000000000,40914298218000000161/400000000000000000000
I1846,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,56,23566200000000000059/200000000000000000000,3515400000000000021/40000000000000000000,3093981/50000000000,3512924815200000021/40000000000000000000,23553824076000000059/200000000000000000000,10279612038000000041/100000000000000000000
I1847,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,57,23603400000000000063/200000000000000000000,4436100000000000027/50000000000000000000,6300478799999999/100000000000000000000,1773179904240000011/20000000000000000000,4718159808480000013/40000000000000000000,1652903923392000007/16000000000000000000
I1848,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,58,23640600000000000067/200000000000000000000,17911800000000000111/200000000000000000000,64129959/1000000000000,17898974008200000111/200000000000000000000,23627774008200000067/200000000000000000000,20763374008200000089/200000000000000000000
I1849,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,59,23677800000000000071/200000000000000000000,9039600000000000057/100000000000000000000,65255133/1000000000000,9033074486700000057/100000000000000000000,23664748973400000071/200000000000000000000,8346179589360000037/80000000000000000000
I1850,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,60,948600000000000003/8000000000000000000,18246600000000000117/200000000000000000000,6638031/100000000000,18233323938000000117/200000000000000000000,948068957520000003/8000000000000000000,655235123062500003/6250000000000000000
I1851,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,61,23752200000000000079/200000000000000000000,460350000000000003/5000000000000000000,6750549/100000000000,460012472550000003/5000000000000000000,23738698902000000079/200000000000000000000,42139197804000000199/400000000000000000000
I1852,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,62,23789400000000000083/200000000000000000000,18581400000000000123/200000000000000000000,6863067299999999/100000000000000000000,148541390923200001/1600000000000000000,4755134773080000017/40000000000000000000,4234334773080000021/40000000000000000000
I1853,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,63,23826600000000000087/200000000000000000000,9374400000000000063/100000000000000000000,69755859/1000000000000,9367424414100000063/100000000000000000000,23812648828200000087/200000000000000000000,42547497656400000213/400000000000000000000
I1854,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,64,23863800000000000091/200000000000000000000,1878600000000000013/20000000000000000000,7088104799999999/100000000000000000000,4692955947600000033/50000000000000000000,23849623790400000093/200000000000000000000,1704857903232000009/16000000000000000000
I1855,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,65,4780200000000000019/40000000000000000000,9411600000000000067/100000000000000000000,7200623999999999/100000000000000000000,2351099844000000017/25000000000000000000,23886598752000000097/200000000000000000000,42695397504000000233/400000000000000000000
I1856,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,66,23938200000000000099/200000000000000000000,9430200000000000069/100000000000000000000,14626287/200000000000,9422886856500000069/100000000000000000000,23923573713000000099/200000000000000000000,42769347426000000237/400000000000000000000
I1857,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,67,23975400000000000103/200000000000000000000,9448800000000000071/100000000000000000000,7425663300000001/100000000000000000000,944137433670000007/10000000000000000000,23960548673400000101/200000000000000000000,42843297346800000241/400000000000000000000
I1858,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,68,24012600000000000107/200000000000000000000,9467400000000000073/100000000000000000000,37690917/500000000000,9459861816600000073/100000000000000000000,23997523633200000107/200000000000000000000,42917247266400000253/400000000000000000000
I1859,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,69,24049800000000000111/200000000000000000000,379440000000000003/4000000000000000000,38253519/500000000000,379133971848000003/4000000000000000000,24034498592400000111/200000000000000000000,42991197184800000261/400000000000000000000
I1860,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,70,4817400000000000023/40000000000000000000,9504600000000000077/100000000000000000000,15526449/200000000000,9496836775500000077/100000000000000000000,4814294710200000023/40000000000000000000,43065147102000000269/400000000000000000000
I1861,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,71,24124200000000000119/200000000000000000000,9523200000000000079/100000000000000000000,15751491/200000000000,9515324254500000079/100000000000000000000,24108448509000000119/200000000000000000000,43139097018000000277/400000000000000000000
I1862,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,72,24161400000000000123/200000000000000000000,9541800000000000081/100000000000000000000,7988266799999999/100000000000000000000,4766905866600000041/50000000000000000000,193163387731200001/1600000000000000000,43213046932800000289/400000000000000000000
I1863,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,73,24198600000000000127/200000000000000000000,9560400000000000083/100000000000000000000,20251971/250000000000,9552299211600000083/100000000000000000000,24182398423200000127/200000000000000000000,43286996846400000293/400000000000000000000
I1864,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,74,24235800000000000131/200000000000000000000,1915800000000000017/20000000000000000000,82133103/1000000000000,1914157337940000017/20000000000000000000,24219373379400000131/200000000000000000000,43360946758800000301/400000000000000000000
I1865,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,75,4854600000000000027/40000000000000000000,9597600000000000087/100000000000000000000,8325832500000001/100000000000000000000,4794637083750000043/50000000000000000000,24256348335000000133/200000000000000000000,8686979334000000061/80000000000000000000
I1866,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,76,24310200000000000139/200000000000000000000,19362600000000000177/200000000000000000000,1687671/20000000000,19345723290000000177/200000000000000000000,24293323290000000139/200000000000000000000,10909761645000000079/100000000000000000000
I1867,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,77,24347400000000000143/200000000000000000000,976500000000000009/10000000000000000000,42754389/500000000000,975644912220000009/10000000000000000000,24330298244400000143/200000000000000000000,43843196488800000323/400000000000000000000
I1868,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,78,24384600000000000147/200000000000000000000,19697400000000000183/200000000000000000000,86634009/1000000000000,19680073198200000183/200000000000000000000,24367273198200000147/200000000000000000000,4404734639640000033/40000000000000000000
I1869,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,79,24421800000000000151/200000000000000000000,9932400000000000093/100000000000000000000,87759243/1000000000000,9923624075700000093/100000000000000000000,24404248151400000151/200000000000000000000,44251496302800000337/400000000000000000000
